ensembl_gene_id,Gene_name,ensembl_gene_id_version
ENSG00000154274,C4orf19,ENSG00000154274.15
ENSG00000154277,UCHL1,ENSG00000154277.13
ENSG00000154305,MIA3,ENSG00000154305.18
ENSG00000154309,DISP1,ENSG00000154309.9
ENSG00000154310,TNIK,ENSG00000154310.17
ENSG00000154319,FAM167A,ENSG00000154319.16
ENSG00000154328,NEIL2,ENSG00000154328.16
ENSG00000154330,PGM5,ENSG00000154330.13
ENSG00000154342,WNT3A,ENSG00000154342.6
ENSG00000154359,LONRF1,ENSG00000154359.13
ENSG00000154370,TRIM11,ENSG00000154370.16
ENSG00000154415,PPP1R3A,ENSG00000154415.8
ENSG00000154429,CCSAP,ENSG00000154429.11
ENSG00000154438,ASZ1,ENSG00000154438.8
ENSG00000154447,SH3RF1,ENSG00000154447.15
ENSG00000154473,BUB3,ENSG00000154473.18
ENSG00000154478,GPR26,ENSG00000154478.4
ENSG00000154479,CFAP210,ENSG00000154479.13
ENSG00000154485,MMP21,ENSG00000154485.5
ENSG00000154511,DIPK1A,ENSG00000154511.12
ENSG00000154518,ATP5MC3,ENSG00000154518.10
ENSG00000154529,CNTNAP3B,ENSG00000154529.15
ENSG00000154548,SRSF12,ENSG00000154548.9
ENSG00000154589,LY96,ENSG00000154589.7
ENSG00000154608,CEP170P1,ENSG00000154608.14
ENSG00000154611,PSMA8,ENSG00000154611.15
ENSG00000154620,TMSB4Y,ENSG00000154620.6
ENSG00000154639,CXADR,ENSG00000154639.19
ENSG00000154640,BTG3,ENSG00000154640.15
ENSG00000154642,C21orf91,ENSG00000154642.11
ENSG00000154645,CHODL,ENSG00000154645.14
ENSG00000154646,TMPRSS15,ENSG00000154646.9
ENSG00000154654,NCAM2,ENSG00000154654.15
ENSG00000154655,L3MBTL4,ENSG00000154655.16
ENSG00000154678,PDE1C,ENSG00000154678.18
ENSG00000154710,RABGEF1,ENSG00000154710.18
ENSG00000154719,MRPL39,ENSG00000154719.14
ENSG00000154721,JAM2,ENSG00000154721.15
ENSG00000154727,GABPA,ENSG00000154727.11
ENSG00000154734,ADAMTS1,ENSG00000154734.16
ENSG00000154736,ADAMTS5,ENSG00000154736.6
ENSG00000154760,SLFN13,ENSG00000154760.14
ENSG00000154764,WNT7A,ENSG00000154764.6
ENSG00000154767,XPC,ENSG00000154767.15
ENSG00000154783,FGD5,ENSG00000154783.12
ENSG00000154803,FLCN,ENSG00000154803.13
ENSG00000154813,DPH3,ENSG00000154813.10
ENSG00000154814,OXNAD1,ENSG00000154814.14
ENSG00000154822,PLCL2,ENSG00000154822.18
ENSG00000154839,SKA1,ENSG00000154839.10
ENSG00000154845,PPP4R1,ENSG00000154845.16
ENSG00000154856,APCDD1,ENSG00000154856.13
ENSG00000154889,MPPE1,ENSG00000154889.17
ENSG00000154914,USP43,ENSG00000154914.17
ENSG00000154917,RAB6B,ENSG00000154917.11
ENSG00000154920,EME1,ENSG00000154920.15
ENSG00000154930,ACSS1,ENSG00000154930.15
ENSG00000154945,ANKRD40,ENSG00000154945.7
ENSG00000154957,ZNF18,ENSG00000154957.14
ENSG00000154975,CA10,ENSG00000154975.14
ENSG00000154978,VOPP1,ENSG00000154978.13
ENSG00000154997,SEPTIN14,ENSG00000154997.9
ENSG00000155011,DKK2,ENSG00000155011.9
ENSG00000155016,CYP2U1,ENSG00000155016.18
ENSG00000155066,PROM2,ENSG00000155066.16
ENSG00000155070,UNC93B2,ENSG00000155070.8
ENSG00000155087,ODF1,ENSG00000155087.4
ENSG00000155090,KLF10,ENSG00000155090.15
ENSG00000155097,ATP6V1C1,ENSG00000155097.12
ENSG00000155099,PIP4P2,ENSG00000155099.8
ENSG00000155100,OTUD6B,ENSG00000155100.11
ENSG00000155111,CDK19,ENSG00000155111.15
ENSG00000155115,GTF3C6,ENSG00000155115.7
ENSG00000155158,TTC39B,ENSG00000155158.20
ENSG00000155189,AGPAT5,ENSG00000155189.12
ENSG00000155229,MMS19,ENSG00000155229.21
ENSG00000155249,OR4K1,ENSG00000155249.5
ENSG00000155254,MARVELD1,ENSG00000155254.13
ENSG00000155269,GPR78,ENSG00000155269.12
ENSG00000155275,TRMT44,ENSG00000155275.19
ENSG00000155304,HSPA13,ENSG00000155304.6
ENSG00000155307,SAMSN1,ENSG00000155307.19
ENSG00000155324,GRAMD2B,ENSG00000155324.10
ENSG00000155329,ZCCHC10,ENSG00000155329.12
ENSG00000155330,C16orf87,ENSG00000155330.10
ENSG00000155366,RHOC,ENSG00000155366.17
ENSG00000155428,TRIM74,ENSG00000155428.12
ENSG00000155438,NIFK,ENSG00000155438.12
ENSG00000155463,OXA1L,ENSG00000155463.14
ENSG00000155495,MAGEC1,ENSG00000155495.9
ENSG00000155508,CNOT8,ENSG00000155508.14
ENSG00000155542,SETD9,ENSG00000155542.12
ENSG00000155545,MIER3,ENSG00000155545.20
ENSG00000155561,NUP205,ENSG00000155561.15
ENSG00000155592,ZKSCAN2,ENSG00000155592.16
ENSG00000155621,C9orf85,ENSG00000155621.15
ENSG00000155622,XAGE2,ENSG00000155622.7
ENSG00000155629,PIK3AP1,ENSG00000155629.15
ENSG00000155659,VSIG4,ENSG00000155659.15
ENSG00000155660,PDIA4,ENSG00000155660.11
ENSG00000155666,KDM8,ENSG00000155666.12
ENSG00000155714,PDZD9,ENSG00000155714.14
ENSG00000155719,OTOA,ENSG00000155719.18
ENSG00000155729,KCTD18,ENSG00000155729.13
ENSG00000155749,FLACC1,ENSG00000155749.13
ENSG00000155754,C2CD6,ENSG00000155754.15
ENSG00000155761,SPAG17,ENSG00000155761.14
ENSG00000155792,DEPTOR,ENSG00000155792.10
ENSG00000155827,RNF20,ENSG00000155827.12
ENSG00000155833,CYLC2,ENSG00000155833.15
ENSG00000155846,PPARGC1B,ENSG00000155846.17
ENSG00000155858,LSM11,ENSG00000155858.6
ENSG00000155868,MED7,ENSG00000155868.8
ENSG00000155875,SAXO1,ENSG00000155875.15
ENSG00000155876,RRAGA,ENSG00000155876.6
ENSG00000155890,TRIM42,ENSG00000155890.4
ENSG00000155893,PXYLP1,ENSG00000155893.13
ENSG00000155897,ADCY8,ENSG00000155897.10
ENSG00000155918,RAET1L,ENSG00000155918.8
ENSG00000155926,SLA,ENSG00000155926.14
ENSG00000155959,VBP1,ENSG00000155959.12
ENSG00000155961,RAB39B,ENSG00000155961.5
ENSG00000155962,CLIC2,ENSG00000155962.13
ENSG00000155966,AFF2,ENSG00000155966.14
ENSG00000155970,MICU3,ENSG00000155970.12
ENSG00000155975,VPS37A,ENSG00000155975.10
ENSG00000155980,KIF5A,ENSG00000155980.13
ENSG00000156006,NAT2,ENSG00000156006.5
ENSG00000156009,MAGEA8,ENSG00000156009.10
ENSG00000156017,CARNMT1,ENSG00000156017.13
ENSG00000156049,GNA14,ENSG00000156049.7
ENSG00000156050,FAM161B,ENSG00000156050.10
ENSG00000156052,GNAQ,ENSG00000156052.11
ENSG00000156076,WIF1,ENSG00000156076.10
ENSG00000156103,MMP16,ENSG00000156103.16
ENSG00000156110,ADK,ENSG00000156110.15
ENSG00000156127,BATF,ENSG00000156127.8
ENSG00000156136,DCK,ENSG00000156136.10
ENSG00000156150,ALX3,ENSG00000156150.9
ENSG00000156162,DPY19L4,ENSG00000156162.16
ENSG00000156171,DRAM2,ENSG00000156171.15
ENSG00000156172,CFAP418,ENSG00000156172.6
ENSG00000156206,CFAP161,ENSG00000156206.14
ENSG00000156218,ADAMTSL3,ENSG00000156218.13
ENSG00000156222,SLC28A1,ENSG00000156222.12
ENSG00000156232,WHAMM,ENSG00000156232.7
ENSG00000156239,N6AMT1,ENSG00000156239.12
ENSG00000156253,RWDD2B,ENSG00000156253.7
ENSG00000156256,USP16,ENSG00000156256.15
ENSG00000156261,CCT8,ENSG00000156261.13
ENSG00000156269,NAA11,ENSG00000156269.5
ENSG00000156273,BACH1,ENSG00000156273.16
ENSG00000156282,CLDN17,ENSG00000156282.5
ENSG00000156284,CLDN8,ENSG00000156284.6
ENSG00000156298,TSPAN7,ENSG00000156298.13
ENSG00000156304,SCAF4,ENSG00000156304.15
ENSG00000156313,RPGR,ENSG00000156313.15
ENSG00000156345,CDK20,ENSG00000156345.18
ENSG00000156374,PCGF6,ENSG00000156374.16
ENSG00000156381,ANKRD9,ENSG00000156381.9
ENSG00000156398,SFXN2,ENSG00000156398.13
ENSG00000156411,ATP5MJ,ENSG00000156411.10
ENSG00000156427,FGF18,ENSG00000156427.8
ENSG00000156453,PCDH1,ENSG00000156453.14
ENSG00000156463,SH3RF2,ENSG00000156463.18
ENSG00000156467,UQCRB,ENSG00000156467.10
ENSG00000156469,MTERF3,ENSG00000156469.9
ENSG00000156471,PTDSS1,ENSG00000156471.13
ENSG00000156482,RPL30,ENSG00000156482.11
ENSG00000156486,KCNS2,ENSG00000156486.8
ENSG00000156502,SUPV3L1,ENSG00000156502.14
ENSG00000156508,EEF1A1,ENSG00000156508.19
ENSG00000156509,FBXO43,ENSG00000156509.14
ENSG00000156510,HKDC1,ENSG00000156510.13
ENSG00000156521,TYSND1,ENSG00000156521.14
ENSG00000156535,CD109,ENSG00000156535.15
ENSG00000156574,NODAL,ENSG00000156574.10
ENSG00000156575,PRG3,ENSG00000156575.2
ENSG00000156587,UBE2L6,ENSG00000156587.16
ENSG00000156599,ZDHHC5,ENSG00000156599.11
ENSG00000156639,ZFAND3,ENSG00000156639.12
ENSG00000156642,NPTN,ENSG00000156642.17
ENSG00000156650,KAT6B,ENSG00000156650.14
ENSG00000156671,SAMD8,ENSG00000156671.15
ENSG00000156675,RAB11FIP1,ENSG00000156675.16
ENSG00000156687,UNC5D,ENSG00000156687.11
ENSG00000156689,GLYATL2,ENSG00000156689.7
ENSG00000156697,UTP14A,ENSG00000156697.13
ENSG00000156709,AIFM1,ENSG00000156709.15
ENSG00000156711,MAPK13,ENSG00000156711.17
ENSG00000156735,BAG4,ENSG00000156735.11
ENSG00000156738,MS4A1,ENSG00000156738.18
ENSG00000156755,IGKV1OR-2,ENSG00000156755.10
ENSG00000156787,TBC1D31,ENSG00000156787.17
ENSG00000156795,NTAQ1,ENSG00000156795.8
ENSG00000156802,ATAD2,ENSG00000156802.13
ENSG00000156804,FBXO32,ENSG00000156804.7
ENSG00000156831,NSMCE2,ENSG00000156831.8
ENSG00000156853,ZNF689,ENSG00000156853.13
ENSG00000156858,PRR14,ENSG00000156858.12
ENSG00000156860,FBRS,ENSG00000156860.16
ENSG00000156869,FRRS1,ENSG00000156869.14
ENSG00000156873,PHKG2,ENSG00000156873.16
ENSG00000156875,MFSD14A,ENSG00000156875.14
ENSG00000156876,SASS6,ENSG00000156876.10
ENSG00000156885,COX6A2,ENSG00000156885.6
ENSG00000156886,ITGAD,ENSG00000156886.12
ENSG00000156920,ADGRG4,ENSG00000156920.11
ENSG00000156925,ZIC3,ENSG00000156925.12
ENSG00000156928,MALSU1,ENSG00000156928.5
ENSG00000156931,VPS8,ENSG00000156931.16
ENSG00000156958,GALK2,ENSG00000156958.15
ENSG00000156959,LHFPL4,ENSG00000156959.9
ENSG00000156966,B3GNT7,ENSG00000156966.7
ENSG00000156968,MPV17L,ENSG00000156968.9
ENSG00000156970,BUB1B,ENSG00000156970.13
ENSG00000156973,PDE6D,ENSG00000156973.14
ENSG00000156976,EIF4A2,ENSG00000156976.17
ENSG00000156990,RPUSD3,ENSG00000156990.14
ENSG00000157005,SST,ENSG00000157005.4
ENSG00000157014,TATDN2,ENSG00000157014.11
ENSG00000157017,GHRL,ENSG00000157017.16
ENSG00000157020,SEC13,ENSG00000157020.18
ENSG00000157021,CIBAR1P1,ENSG00000157021.9
ENSG00000157036,EXOG,ENSG00000157036.13
ENSG00000157045,NTAN1,ENSG00000157045.9
ENSG00000157060,SHCBP1L,ENSG00000157060.16
ENSG00000157064,NMNAT2,ENSG00000157064.11
ENSG00000157087,ATP2B2,ENSG00000157087.20
ENSG00000157093,LYZL4,ENSG00000157093.9
ENSG00000157107,FCHO2,ENSG00000157107.14
ENSG00000157110,RBPMS,ENSG00000157110.16
ENSG00000157111,TMEM171,ENSG00000157111.13
ENSG00000157119,KLHL40,ENSG00000157119.12
ENSG00000157150,TIMP4,ENSG00000157150.5
ENSG00000157152,SYN2,ENSG00000157152.17
ENSG00000157181,ODR4,ENSG00000157181.16
ENSG00000157184,CPT2,ENSG00000157184.7
ENSG00000157191,NECAP2,ENSG00000157191.20
ENSG00000157193,LRP8,ENSG00000157193.18
ENSG00000157214,STEAP2,ENSG00000157214.14
ENSG00000157219,HTR5A,ENSG00000157219.5
ENSG00000157224,CLDN12,ENSG00000157224.16
ENSG00000157240,FZD1,ENSG00000157240.4
ENSG00000157259,GATAD1,ENSG00000157259.8
ENSG00000157303,SUSD3,ENSG00000157303.11
ENSG00000157306,ZFHX2-AS1,ENSG00000157306.14
ENSG00000157315,TMED6,ENSG00000157315.5
ENSG00000157326,DHRS4,ENSG00000157326.19
ENSG00000157330,CFAP107,ENSG00000157330.10
ENSG00000157335,CLEC18C,ENSG00000157335.21
ENSG00000157343,ARMC12,ENSG00000157343.9
ENSG00000157349,DDX19B,ENSG00000157349.17
ENSG00000157350,ST3GAL2,ENSG00000157350.13
ENSG00000157353,FCSK,ENSG00000157353.17
ENSG00000157379,DHRS1,ENSG00000157379.14
ENSG00000157423,HYDIN,ENSG00000157423.18
ENSG00000157426,AASDH,ENSG00000157426.14
ENSG00000157429,ZNF19,ENSG00000157429.16
ENSG00000157450,RNF111,ENSG00000157450.16
ENSG00000157456,CCNB2,ENSG00000157456.8
ENSG00000157470,FAM81A,ENSG00000157470.12
ENSG00000157483,MYO1E,ENSG00000157483.9
ENSG00000157500,APPL1,ENSG00000157500.12
ENSG00000157502,PWWP3B,ENSG00000157502.13
ENSG00000157510,AFAP1L1,ENSG00000157510.14
ENSG00000157538,VPS26C,ENSG00000157538.14
ENSG00000157540,DYRK1A,ENSG00000157540.22
ENSG00000157542,KCNJ6,ENSG00000157542.11
ENSG00000157551,KCNJ15,ENSG00000157551.19
ENSG00000157557,ETS2,ENSG00000157557.13
ENSG00000157570,TSPAN18,ENSG00000157570.12
ENSG00000157600,TMEM164,ENSG00000157600.12
ENSG00000157613,CREB3L1,ENSG00000157613.11
ENSG00000157617,C2CD2,ENSG00000157617.17
ENSG00000157637,SLC38A10,ENSG00000157637.13
ENSG00000157653,C9orf43,ENSG00000157653.12
ENSG00000157654,PALM2AKAP2,ENSG00000157654.19
ENSG00000157693,TMEM268,ENSG00000157693.15
ENSG00000157703,SVOPL,ENSG00000157703.16
ENSG00000157734,SNX22,ENSG00000157734.14
ENSG00000157741,UBN2,ENSG00000157741.15
ENSG00000157764,BRAF,ENSG00000157764.14
ENSG00000157765,SLC34A2,ENSG00000157765.13
ENSG00000157766,ACAN,ENSG00000157766.19
ENSG00000157778,PSMG3,ENSG00000157778.9
ENSG00000157796,WDR19,ENSG00000157796.18
ENSG00000157800,SLC37A3,ENSG00000157800.18
ENSG00000157823,AP3S2,ENSG00000157823.17
ENSG00000157827,FMNL2,ENSG00000157827.20
ENSG00000157833,GAREM2,ENSG00000157833.13
ENSG00000157837,SPPL3,ENSG00000157837.16
ENSG00000157851,DPYSL5,ENSG00000157851.17
ENSG00000157856,DRC1,ENSG00000157856.12
ENSG00000157869,RAB28,ENSG00000157869.16
ENSG00000157870,PRXL2B,ENSG00000157870.17
ENSG00000157881,PANK4,ENSG00000157881.16
ENSG00000157884,CIB4,ENSG00000157884.11
ENSG00000157895,C12orf43,ENSG00000157895.11
ENSG00000157911,PEX10,ENSG00000157911.11
ENSG00000157916,RER1,ENSG00000157916.20
ENSG00000157927,RADIL,ENSG00000157927.17
ENSG00000157954,WIPI2,ENSG00000157954.15
ENSG00000157978,LDLRAP1,ENSG00000157978.12
ENSG00000157992,KRTCAP3,ENSG00000157992.12
ENSG00000157999,ANKRD61,ENSG00000157999.6
ENSG00000158006,PAFAH2,ENSG00000158006.14
ENSG00000158008,EXTL1,ENSG00000158008.10
ENSG00000158014,SLC30A2,ENSG00000158014.15
ENSG00000158019,BABAM2,ENSG00000158019.21
ENSG00000158022,TRIM63,ENSG00000158022.7
ENSG00000158023,CFAP251,ENSG00000158023.10
ENSG00000158042,MRPL17,ENSG00000158042.9
ENSG00000158050,DUSP2,ENSG00000158050.5
ENSG00000158077,NLRP14,ENSG00000158077.5
ENSG00000158079,PTPDC1,ENSG00000158079.16
ENSG00000158089,GALNT14,ENSG00000158089.15
ENSG00000158092,NCK1,ENSG00000158092.7
ENSG00000158104,HPD,ENSG00000158104.11
ENSG00000158106,RHPN1,ENSG00000158106.14
ENSG00000158109,TPRG1L,ENSG00000158109.15
ENSG00000158113,LRRC43,ENSG00000158113.13
ENSG00000158122,PRXL2C,ENSG00000158122.12
ENSG00000158125,XDH,ENSG00000158125.10
ENSG00000158156,XKR8,ENSG00000158156.9
ENSG00000158158,CNNM4,ENSG00000158158.12
ENSG00000158161,EYA3,ENSG00000158161.16
ENSG00000158163,DZIP1L,ENSG00000158163.15
ENSG00000158164,TMSB15A,ENSG00000158164.7
ENSG00000158186,MRAS,ENSG00000158186.13
ENSG00000158195,WASF2,ENSG00000158195.11
ENSG00000158201,ABHD3,ENSG00000158201.10
ENSG00000158220,ESYT3,ENSG00000158220.14
ENSG00000158246,TENT5B,ENSG00000158246.8
ENSG00000158258,CLSTN2,ENSG00000158258.16
ENSG00000158270,COLEC12,ENSG00000158270.12
ENSG00000158286,RNF207,ENSG00000158286.13
ENSG00000158292,GPR153,ENSG00000158292.7
ENSG00000158296,SLC13A3,ENSG00000158296.14
ENSG00000158315,RHBDL2,ENSG00000158315.11
ENSG00000158411,MITD1,ENSG00000158411.11
ENSG00000158423,RIBC1,ENSG00000158423.17
ENSG00000158427,TMSB15B,ENSG00000158427.15
ENSG00000158428,CATIP,ENSG00000158428.4
ENSG00000158435,CNOT11,ENSG00000158435.8
ENSG00000158445,KCNB1,ENSG00000158445.10
ENSG00000158457,TSPAN33,ENSG00000158457.6
ENSG00000158458,NRG2,ENSG00000158458.21
ENSG00000158470,B4GALT5,ENSG00000158470.5
ENSG00000158473,CD1D,ENSG00000158473.8
ENSG00000158477,CD1A,ENSG00000158477.7
ENSG00000158480,SPATA2,ENSG00000158480.11
ENSG00000158481,CD1C,ENSG00000158481.13
ENSG00000158482,SNX29P1,ENSG00000158482.10
ENSG00000158485,CD1B,ENSG00000158485.11
ENSG00000158488,CD1E,ENSG00000158488.16
ENSG00000158516,CPA2,ENSG00000158516.12
ENSG00000158525,CPA5,ENSG00000158525.16
ENSG00000158526,TSR2,ENSG00000158526.8
ENSG00000158528,PPP1R9A,ENSG00000158528.12
ENSG00000158545,ZC3H18,ENSG00000158545.16
ENSG00000158552,ZFAND2B,ENSG00000158552.13
ENSG00000158555,GDPD5,ENSG00000158555.15
ENSG00000158560,DYNC1I1,ENSG00000158560.14
ENSG00000158571,PFKFB1,ENSG00000158571.11
ENSG00000158578,ALAS2,ENSG00000158578.21
ENSG00000158604,TMED4,ENSG00000158604.15
ENSG00000158623,COPG2,ENSG00000158623.14
ENSG00000158639,PAGE5,ENSG00000158639.13
ENSG00000158669,GPAT4,ENSG00000158669.11
ENSG00000158710,TAGLN2,ENSG00000158710.15
ENSG00000158711,ELK4,ENSG00000158711.14
ENSG00000158714,SLAMF8,ENSG00000158714.11
ENSG00000158715,SLC45A3,ENSG00000158715.6
ENSG00000158716,DUSP23,ENSG00000158716.9
ENSG00000158717,RNF166,ENSG00000158717.11
ENSG00000158731,OR10J6P,ENSG00000158731.2
ENSG00000158747,NBL1,ENSG00000158747.15
ENSG00000158748,HTR6,ENSG00000158748.4
ENSG00000158764,ITLN2,ENSG00000158764.7
ENSG00000158773,USF1,ENSG00000158773.14
ENSG00000158786,PLA2G2F,ENSG00000158786.5
ENSG00000158792,SPATA2L,ENSG00000158792.16
ENSG00000158793,NIT1,ENSG00000158793.14
ENSG00000158796,DEDD,ENSG00000158796.17
ENSG00000158805,ZNF276,ENSG00000158805.12
ENSG00000158806,NPM2,ENSG00000158806.14
ENSG00000158813,EDA,ENSG00000158813.18
ENSG00000158815,FGF17,ENSG00000158815.11
ENSG00000158825,CDA,ENSG00000158825.6
ENSG00000158828,PINK1,ENSG00000158828.8
ENSG00000158850,B4GALT3,ENSG00000158850.15
ENSG00000158859,ADAMTS4,ENSG00000158859.10
ENSG00000158863,FHIP2B,ENSG00000158863.22
ENSG00000158864,NDUFS2,ENSG00000158864.13
ENSG00000158869,FCER1G,ENSG00000158869.11
ENSG00000158874,APOA2,ENSG00000158874.11
ENSG00000158882,TOMM40L,ENSG00000158882.15
ENSG00000158887,MPZ,ENSG00000158887.19
ENSG00000158901,WFDC8,ENSG00000158901.12
ENSG00000158955,WNT9B,ENSG00000158955.11
ENSG00000158966,CACHD1,ENSG00000158966.16
ENSG00000158985,CDC42SE2,ENSG00000158985.14
ENSG00000158987,RAPGEF6,ENSG00000158987.22
ENSG00000159055,MIS18A,ENSG00000159055.4
ENSG00000159069,FBXW5,ENSG00000159069.14
ENSG00000159079,CFAP298,ENSG00000159079.19
ENSG00000159082,SYNJ1,ENSG00000159082.18
ENSG00000159086,PAXBP1,ENSG00000159086.15
ENSG00000159111,MRPL10,ENSG00000159111.13
ENSG00000159131,GART,ENSG00000159131.17
ENSG00000159147,DONSON,ENSG00000159147.18
ENSG00000159164,SV2A,ENSG00000159164.10
ENSG00000159166,LAD1,ENSG00000159166.15
ENSG00000159167,STC1,ENSG00000159167.12
ENSG00000159176,CSRP1,ENSG00000159176.14
ENSG00000159182,PRAC1,ENSG00000159182.5
ENSG00000159184,HOXB13,ENSG00000159184.8
ENSG00000159186,ATP5POP1,ENSG00000159186.4
ENSG00000159197,KCNE2,ENSG00000159197.4
ENSG00000159199,ATP5MC1,ENSG00000159199.14
ENSG00000159200,RCAN1,ENSG00000159200.18
ENSG00000159202,UBE2Z,ENSG00000159202.18
ENSG00000159208,CIART,ENSG00000159208.16
ENSG00000159210,SNF8,ENSG00000159210.10
ENSG00000159212,CLIC6,ENSG00000159212.13
ENSG00000159214,CCDC24,ENSG00000159214.13
ENSG00000159216,RUNX1,ENSG00000159216.19
ENSG00000159217,IGF2BP1,ENSG00000159217.10
ENSG00000159224,GIP,ENSG00000159224.4
ENSG00000159228,CBR1,ENSG00000159228.13
ENSG00000159231,CBR3,ENSG00000159231.6
ENSG00000159239,unknown,ENSG00000159239.13
ENSG00000159248,GJD2,ENSG00000159248.5
ENSG00000159256,MORC3,ENSG00000159256.13
ENSG00000159259,CHAF1B,ENSG00000159259.8
ENSG00000159261,CLDN14,ENSG00000159261.12
ENSG00000159263,SIM2,ENSG00000159263.16
ENSG00000159289,GOLGA6A,ENSG00000159289.6
ENSG00000159337,PLA2G4D,ENSG00000159337.7
ENSG00000159339,PADI4,ENSG00000159339.13
ENSG00000159346,ADIPOR1,ENSG00000159346.13
ENSG00000159348,CYB5R1,ENSG00000159348.13
ENSG00000159352,PSMD4,ENSG00000159352.16
ENSG00000159363,ATP13A2,ENSG00000159363.19
ENSG00000159377,PSMB4,ENSG00000159377.11
ENSG00000159387,IRX6,ENSG00000159387.8
ENSG00000159388,BTG2,ENSG00000159388.6
ENSG00000159398,CES5A,ENSG00000159398.16
ENSG00000159399,HK2,ENSG00000159399.10
ENSG00000159403,C1R,ENSG00000159403.18
ENSG00000159409,CELF3,ENSG00000159409.15
ENSG00000159423,ALDH4A1,ENSG00000159423.17
ENSG00000159433,STARD9,ENSG00000159433.12
ENSG00000159445,THEM4,ENSG00000159445.13
ENSG00000159455,LCE2B,ENSG00000159455.9
ENSG00000159459,UBR1,ENSG00000159459.12
ENSG00000159461,AMFR,ENSG00000159461.15
ENSG00000159479,MED8,ENSG00000159479.17
ENSG00000159495,TGM7,ENSG00000159495.8
ENSG00000159516,SPRR2G,ENSG00000159516.9
ENSG00000159556,ISL2,ENSG00000159556.10
ENSG00000159579,RSPRY1,ENSG00000159579.14
ENSG00000159588,CCDC17,ENSG00000159588.15
ENSG00000159592,GPBP1L1,ENSG00000159592.11
ENSG00000159593,NAE1,ENSG00000159593.15
ENSG00000159596,TMEM69,ENSG00000159596.7
ENSG00000159618,ADGRG5,ENSG00000159618.16
ENSG00000159625,DRC7,ENSG00000159625.15
ENSG00000159640,ACE,ENSG00000159640.17
ENSG00000159650,UROC1,ENSG00000159650.9
ENSG00000159674,SPON2,ENSG00000159674.12
ENSG00000159685,CHCHD6,ENSG00000159685.11
ENSG00000159708,LRRC36,ENSG00000159708.18
ENSG00000159712,ANKRD18CP,ENSG00000159712.10
ENSG00000159713,TPPP3,ENSG00000159713.11
ENSG00000159714,ZDHHC1,ENSG00000159714.12
ENSG00000159723,AGRP,ENSG00000159723.5
ENSG00000159733,ZFYVE28,ENSG00000159733.14
ENSG00000159761,C16orf86,ENSG00000159761.15
ENSG00000159763,PIP,ENSG00000159763.4
ENSG00000159784,FAM131B,ENSG00000159784.18
ENSG00000159792,PSKH1,ENSG00000159792.10
ENSG00000159840,ZYX,ENSG00000159840.16
ENSG00000159871,LYPD5,ENSG00000159871.15
ENSG00000159873,CCDC117,ENSG00000159873.10
ENSG00000159882,ZNF230,ENSG00000159882.13
ENSG00000159884,CCDC107,ENSG00000159884.12
ENSG00000159885,ZNF222,ENSG00000159885.14
ENSG00000159905,ZNF221,ENSG00000159905.15
ENSG00000159917,ZNF235,ENSG00000159917.17
ENSG00000159958,TNFRSF13C,ENSG00000159958.7
ENSG00000160013,PTGIR,ENSG00000160013.9
ENSG00000160014,CALM3,ENSG00000160014.17
ENSG00000160049,DFFA,ENSG00000160049.12
ENSG00000160051,IQCC,ENSG00000160051.12
ENSG00000160055,TMEM234,ENSG00000160055.20
ENSG00000160058,BSDC1,ENSG00000160058.19
ENSG00000160062,ZBTB8A,ENSG00000160062.15
ENSG00000160072,ATAD3B,ENSG00000160072.20
ENSG00000160075,SSU72,ENSG00000160075.12
ENSG00000160087,UBE2J2,ENSG00000160087.21
ENSG00000160094,ZNF362,ENSG00000160094.15
ENSG00000160117,ANKLE1,ENSG00000160117.16
ENSG00000160124,MIX23,ENSG00000160124.9
ENSG00000160161,CILP2,ENSG00000160161.9
ENSG00000160179,ABCG1,ENSG00000160179.19
ENSG00000160181,TFF2,ENSG00000160181.9
ENSG00000160182,TFF1,ENSG00000160182.3
ENSG00000160183,TMPRSS3,ENSG00000160183.17
ENSG00000160185,UBASH3A,ENSG00000160185.15
ENSG00000160188,RSPH1,ENSG00000160188.10
ENSG00000160190,SLC37A1,ENSG00000160190.14
ENSG00000160191,PDE9A,ENSG00000160191.18
ENSG00000160193,WDR4,ENSG00000160193.12
ENSG00000160194,NDUFV3,ENSG00000160194.18
ENSG00000160199,PKNOX1,ENSG00000160199.15
ENSG00000160200,CBS,ENSG00000160200.18
ENSG00000160201,U2AF1,ENSG00000160201.12
ENSG00000160202,CRYAA,ENSG00000160202.7
ENSG00000160207,HSF2BP,ENSG00000160207.9
ENSG00000160208,RRP1B,ENSG00000160208.13
ENSG00000160209,PDXK,ENSG00000160209.19
ENSG00000160214,RRP1,ENSG00000160214.13
ENSG00000160216,AGPAT3,ENSG00000160216.21
ENSG00000160218,TRAPPC10,ENSG00000160218.13
ENSG00000160219,GAB3,ENSG00000160219.12
ENSG00000160221,GATD3,ENSG00000160221.18
ENSG00000160224,AIRE,ENSG00000160224.17
ENSG00000160226,CFAP410,ENSG00000160226.16
ENSG00000160229,ZNF66,ENSG00000160229.13
ENSG00000160233,LRRC3,ENSG00000160233.8
ENSG00000160271,RALGDS,ENSG00000160271.16
ENSG00000160284,SPATC1L,ENSG00000160284.15
ENSG00000160285,LSS,ENSG00000160285.15
ENSG00000160293,VAV2,ENSG00000160293.17
ENSG00000160294,MCM3AP,ENSG00000160294.11
